property_type,society,sector,price,price_per_sqrft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,price_per_sqft,coordinates,latitude,longitude
house,independent,sector 7,53.0,5888.0,2,2,0,1.0,Old Property,90014.0,0,0,0,0,0,1,0,5888.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,independent,sector 7,2.25,15625.0,3,3,2,2.0,Old Property,1563.0,0,0,0,0,0,2,27,15625.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,independent,sector 6,1.0,41666.0,6,4,0,3.0,Moderately Old,240.0,0,0,0,0,0,1,0,4630.0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1100.0,0,0,0,1,0,2,119,8947.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech spa signature,sector 81,4.45,10595.0,4,4,3,8.0,Relatively New,3850.0,1,1,0,1,1,2,49,10595.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,conscient heritage max,sector 102,2.0,9306.0,3,4,3,13.0,Relatively New,1900.0,1,1,0,0,0,2,174,9307.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 25,4.45,32963.0,4,3,3,2.0,Moderately Old,1350.0,0,0,1,0,0,1,79,32963.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,emaar palm gardens,sector 83,1.35,12325.0,3,3,3,7.0,Relatively New,1387.0,0,1,0,0,0,1,24,12329.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,vatika city,sector 49,1.85,10578.0,3,3,1,7.0,Moderately Old,1471.12,0,0,1,1,0,1,158,10577.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,eldeco accolade,sector 48,1.1,7549.0,2,2,3,17.0,Relatively New,1319.0,1,0,0,0,1,2,7,7550.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf the ultima,sector 81,2.28,10841.0,3,3,3,14.0,Relatively New,1750.0,0,1,0,0,0,0,49,10842.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ireo the grand arch,sector 58,3.83,21577.0,3,4,2,10.0,Relatively New,2000.0,1,1,0,0,0,2,174,21577.0,"28.4200° N, 77.1105° E",28.42,77.1105
house,independent,sector 2,1.15,19360.0,3,3,2,2.0,Old Property,1563.0,0,0,0,0,0,2,32,19360.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,shapoorji pallonji joyville gurugram,sector 102,1.41,10307.0,2,2,3,0.0,Relatively New,1238.0,0,0,0,0,1,1,49,10307.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global synera,sector 81,0.48,8026.0,2,2,1,14.0,Relatively New,547.0,0,0,0,0,0,2,14,8027.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,1,100,5219.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,central park 2 bellevue,sector 48,2.75,10754.0,3,4,3,3.0,Moderately Old,2574.0,0,0,0,0,0,1,32,10755.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,eldeco accolade,sector 33,1.2,8043.0,2,2,2,0.0,New Property,1492.0,1,0,0,0,0,1,55,8043.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,signature global solera,sector 107,0.28,5828.0,2,2,2,11.0,Relatively New,543.0,0,0,0,0,0,1,45,5833.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,sobha city,sector 108,10.5,14323.0,5,4,3,1.0,Relatively New,7331.0,0,0,0,0,0,1,59,14323.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,rof aalayas,sector 102,0.45,6000.0,1,1,2,6.0,Relatively New,750.0,0,0,0,0,0,1,0,6000.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature the serenas,sector 48,0.42,7909.0,2,2,1,12.0,New Property,590.0,0,0,0,0,0,1,54,7910.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,signature global city 63a,sector 63,1.4,11336.0,2,2,2,3.0,Relatively New,1372.0,0,0,0,0,1,1,0,11336.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,smart world orchard,sector 61,2.57,15766.0,3,3,2,3.0,Under Construction,1630.0,1,0,0,0,0,1,0,15767.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,umang winter hills,sector 77,0.75,5588.0,2,2,2,7.0,Relatively New,1180.0,0,0,0,0,0,2,174,5589.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,parsvnath exotica,sector 53,4.8,14680.0,3,4,3,12.0,New Property,2895.0,0,0,0,0,0,1,69,14679.0,"28.4433° N, 77.0948° E",28.4433,77.0948
house,independent,sector 39,1.6,17937.0,1,1,2,2.0,Old Property,1563.0,0,0,0,0,0,1,40,17937.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,birla navya,sector 63,3.5,25925.0,3,3,3,1.0,Under Construction,1350.0,0,0,0,0,0,1,38,25926.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,New Property,2667.0,1,1,1,1,0,1,61,13750.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,aipl the peaceful homes,sector 70,1.6,9584.0,2,2,2,22.0,Moderately Old,1416.0,0,0,0,0,0,1,86,9587.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,m3m woodshire,sector 107,0.9,6588.0,2,2,3,14.0,New Property,1236.0,0,0,0,0,0,1,67,6589.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,signature andour heights,sector 71,0.37,8222.0,1,1,2,2.0,Relatively New,450.0,0,0,0,0,0,1,65,8222.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,2,6.0,Relatively New,1244.0,0,0,0,0,0,1,42,16000.0,"28.4200° N, 77.1105° E",28.42,77.1105
flat,m3m woodshire,sector 107,1.32,6330.0,3,3,3,10.0,Relatively New,1758.0,0,0,0,0,0,1,117,6331.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf new town heights,sector 90,1.55,6556.0,4,4,3,1.0,Relatively New,2139.0,0,1,0,1,0,1,81,6557.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,independent,sector 4,3.2,14222.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,13,14222.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,godrej nature plus,sector 33,1.25,9025.0,2,2,3,17.0,New Property,1385.0,0,0,0,0,0,1,56,9025.0,"28.4420° N, 77.0207° E",28.442,77.0207
house,sushant lok builder floors,sector 43,13.0,48148.0,3,3,3,4.0,New Property,2700.0,0,0,0,1,0,2,7,48148.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,apna enclave,sector 3,0.55,5789.0,2,2,2,2.0,Old Property,900.0,0,0,0,0,0,1,66,5789.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,godrej air,sector 85,1.4,10000.0,2,2,3,23.0,Relatively New,1400.0,0,0,0,0,0,1,44,10000.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,silverglades the melia,sector 48,0.75,5555.0,2,2,2,4.0,Moderately Old,1350.0,0,0,0,0,0,1,70,5556.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,suncity township★,sector 54,25.0,31111.0,4,4,3,2.0,Moderately Old,8036.0,1,1,1,1,0,1,0,31110.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,hsiidc sidco aravali,sector 1,0.86,3323.0,3,3,3,3.0,Moderately Old,1900.0,0,1,0,0,0,1,81,3323.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,dlf regal gardens,sector 90,1.13,6647.0,3,3,3,8.0,Relatively New,1566.0,0,0,0,0,1,1,72,6647.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,signature global park,sector 48,0.75,6938.0,3,2,3,4.0,New Property,1201.0,0,0,0,0,0,1,101,6938.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,supertech araville,sector 79,0.8,6178.0,2,2,3,9.0,New Property,1172.0,0,0,0,0,1,1,24,6178.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,dlf gardencity enclave,sector 93,1.3,11284.0,3,2,1,3.0,Relatively New,1563.0,0,0,0,0,0,1,50,11285.0,"28.4153° N, 76.9326° E",28.4153,76.9326
house,independent,sector 9,3.2,13519.0,3,3,2,1.0,Old Property,2367.0,0,0,0,0,0,2,36,13519.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,hsiidc sidco aravali,sector 1,0.9,3477.0,3,3,3,2.0,Old Property,1900.0,0,1,0,0,0,0,21,3478.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,vasant appartments,sector 14,1.7,7391.0,5,5,2,2.0,Old Property,2556.0,1,0,1,1,0,0,71,7391.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,signature global park 4,sector 36,0.82,7585.0,3,2,2,2.0,New Property,850.0,0,0,0,0,0,1,8,7586.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,ansal heights 86,sector 86,1.3,4666.0,4,6,2,11.0,New Property,2521.0,0,1,0,0,1,1,86,4666.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,tulip violet,sector 69,1.36,8618.0,3,3,2,12.0,Relatively New,1428.0,0,0,0,1,0,2,49,8619.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,satya the hermitage,sector 103,0.99,6655.0,3,4,3,2.0,Relatively New,1731.0,0,1,0,1,0,1,174,6653.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,m3m golfestate,sector 65,6.15,15998.0,3,5,3,1.0,Relatively New,4271.0,0,1,0,0,0,0,49,15999.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,ireo the corridors,sector 67,1.4,9433.0,2,2,2,8.0,Relatively New,1149.0,1,0,0,0,1,1,90,9434.0,"28.3859° N, 77.0608° E",28.3859,77.0608
house,independent,sector 11,4.0,19753.0,5,4,1,2.0,Moderately Old,2025.0,0,0,0,0,0,1,0,19753.0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,dlf new town heights,sector 86,1.28,8205.0,3,4,3,12.0,Moderately Old,1740.0,0,1,0,1,0,1,96,8205.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,sare crescent parc royal greens phase 1,sector 92,0.75,4325.0,4,4,3,3.0,Relatively New,1734.0,0,0,0,0,0,1,93,4325.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,lotus homz,sector 111,0.7,10057.0,2,2,2,8.0,Relatively New,773.0,0,0,0,0,0,1,68,10057.0,"28.5238° N, 77.0320° E",28.5238,77.032
house,ashok vihar phase iii extension,sector 3,40.0,8889.0,7,4,3,4.0,New Property,44999.0,0,0,0,1,0,1,7,8889.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,sare homes,sector 7,0.85,4786.0,4,4,3,3.0,Moderately Old,1607.0,0,0,0,0,0,1,0,4786.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,signature global solera,sector 107,0.5,7692.0,2,2,1,11.0,Relatively New,494.0,0,0,0,0,0,1,55,7692.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,experion the heartsong,sector 108,1.68,8387.0,3,3,3,4.0,Relatively New,1338.29,1,1,0,0,0,2,86,8387.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,godrej nature plus,sector 33,1.15,11558.0,2,2,2,15.0,New Property,103.0,0,0,0,0,0,1,38,11558.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,rof ananda,sector 95,0.38,5899.0,2,2,2,5.0,Relatively New,716.0,1,0,0,0,0,1,83,5901.0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,independent,sector 70,2.1,35000.0,3,2,1,3.0,New Property,667.0,0,0,0,0,0,1,0,3889.0,"28.3968° N, 77.0233° E",28.3968,77.0233
house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,Moderately Old,2700.0,0,1,1,0,0,2,151,23704.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,avl 36 gurgaon,sector 36,0.37,10539.0,1,1,1,3.0,Relatively New,319.0,0,0,0,0,0,2,88,10541.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,la vida by tata housing,sector 113,1.38,12000.0,2,2,3,8.0,New Property,1350.0,1,0,0,0,0,1,174,12000.0,"28.5287° N, 77.0233° E",28.5287,77.0233
house,independent,sector 2,2.95,15989.0,4,4,3,2.0,Old Property,1845.0,0,0,0,0,0,1,27,15989.0,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 9,22.0,7407.0,2,2,2,1.0,Moderately Old,29702.0,0,0,0,0,0,1,0,7407.0,"28.4603° N, 77.0000° E",28.4603,77.0
flat,m3m sierra 68,sector 68,1.2,9000.0,2,2,3,1.0,Relatively New,982.0,0,0,0,0,0,0,76,9002.0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,m3m skycity,sector 65,2.85,15590.0,3,3,3,43.0,Relatively New,1828.0,0,0,0,0,0,2,115,15591.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,ansal heights,sector 92,0.72,4500.0,3,3,3,9.0,Relatively New,1700.0,0,1,0,0,0,1,49,4500.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sare crescent parc royal greens phase 1,sector 92,0.65,4512.0,3,3,3,1.0,Moderately Old,1304.0,0,0,0,0,0,1,91,4511.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,conscient elevate,sector 59,4.02,17500.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,1,31,17501.0,"28.4051° N, 77.1097° E",28.4051,77.1097
house,independent,sector 105,35.0,7778.0,2,2,1,2.0,Moderately Old,44999.0,0,0,0,0,0,1,0,7778.0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 4,3.3,14667.0,3,3,2,1.0,Old Property,2250.0,0,0,0,0,0,1,34,14667.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,tulip violet,sector 69,2.05,9950.0,4,4,2,0.0,Relatively New,1889.0,0,0,0,0,0,1,157,9951.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf the icon,sector 43,6.0,26086.0,4,4,3,18.0,Old Property,2556.0,0,1,0,0,0,2,150,26087.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,ss the leaf,sector 85,1.25,7179.0,2,2,3,10.0,Relatively New,1730.0,0,0,0,0,0,1,49,7180.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ats kocoon,sector 109,2.22,10596.0,3,4,3,14.0,Relatively New,1860.0,1,1,1,1,0,1,45,10597.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ireo skyon,sector 60,3.75,13392.0,4,4,3,12.0,Relatively New,2650.0,0,1,0,0,0,2,49,13393.0,"28.4003° N, 77.0975° E",28.4003,77.0975
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10534.0,2,2,3,10.0,Relatively New,1100.0,0,0,0,0,0,1,49,10535.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shapoorji pallonji joyville gurugram,sector 102,0.97,16454.0,2,2,2,10.0,Relatively New,742.0,0,0,0,0,0,1,151,16441.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,today callidora,sector 73,0.9,5548.0,3,3,3,3.0,Under Construction,1622.0,0,1,0,0,0,1,63,5549.0,"28.4072° N, 77.0118° E",28.4072,77.0118
flat,eldeco accolade,sector 48,0.66,5181.0,2,2,3,12.0,Relatively New,978.0,0,0,0,1,0,1,49,5181.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,signature global city 92,sector 92,0.99,6622.0,3,2,3,1.0,New Property,1661.0,0,0,0,0,1,1,37,6622.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,godrej,sector 79,1.34,8524.0,3,3,3,7.0,Relatively New,1423.0,0,0,0,0,0,1,158,8524.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shree vardhman victoria,sector 70,1.62,13953.0,3,3,3,9.0,Relatively New,1527.0,0,1,0,0,0,1,96,13953.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sobha city,sector 108,2.5,14611.0,3,3,2,19.0,New Property,1480.0,0,0,0,0,0,1,166,14611.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,m3m merlin,sector 67,3.4,14418.0,3,4,3,15.0,Relatively New,2123.0,0,1,0,0,0,2,110,14419.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,signature global the millennia,sector 37,0.65,10906.0,2,2,3,0.0,New Property,625.0,0,0,0,0,0,1,40,10906.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,vatika the seven lamps,sector 82,0.89,8850.0,2,2,2,14.0,Relatively New,1202.0,1,0,0,0,0,2,129,8847.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 13,2.25,6944.0,10,10,2,1.0,Old Property,400.0,0,0,0,0,0,1,0,6944.0,"28.4757° N, 77.0392° E",28.4757,77.0392
flat,dnha cghs,sector 1,0.85,3864.0,3,3,0,5.0,Moderately Old,2200.0,0,0,0,0,0,1,0,3864.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,tulip violet,sector 69,1.19,8814.0,2,3,1,0.0,Relatively New,1500.0,1,0,0,0,0,2,174,8815.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,sare homes,sector 92,0.65,4587.0,3,3,2,3.0,Relatively New,1574.0,0,0,0,0,0,1,6,4587.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,1550.0,0,0,0,0,0,1,159,7776.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,rof ananda,sector 95,0.55,5500.0,3,2,2,14.0,New Property,866.0,1,0,0,0,0,0,30,5500.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,ireo the corridors,sector 67,1.62,9380.0,3,3,2,4.0,New Property,1346.0,0,0,1,0,0,2,142,9380.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,sobha city,sector 108,2.33,14463.0,3,3,3,17.0,Relatively New,1711.0,0,0,1,0,0,2,159,14463.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,ild greens,sector 37,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,1,66,5614.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,ansal api celebrity suites,sector 2,0.6,8163.0,1,1,1,5.0,Moderately Old,665.0,0,0,0,0,0,2,67,8163.0,"28.5095° N, 77.0320° E",28.5095,77.032
house,independent,sector 4,80.0,11852.0,5,3,1,2.0,Moderately Old,67499.0,0,0,0,0,0,1,0,11852.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,signature global solera,sector 107,0.28,5725.0,2,2,2,6.0,Relatively New,543.0,0,0,0,0,0,1,45,5726.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,emaar digihomes,sector 62,2.1,13925.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,2,49,13926.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,vatika the seven lamps,sector 82,1.0,5923.0,2,2,2,11.0,Relatively New,1299.0,1,0,0,0,0,2,90,5924.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 13,1.5,10518.0,2,2,2,3.0,Old Property,1563.0,1,0,0,1,0,1,7,10519.0,"28.4757° N, 77.0392° E",28.4757,77.0392
house,independent,sector 17,32.0,5664.0,5,1,0,1.0,Old Property,56497.0,0,0,0,0,0,1,0,5664.0,"28.4791° N, 77.0608° E",28.4791,77.0608
flat,orris carnation residency,sector 85,0.72,4881.0,3,3,2,9.0,Moderately Old,1350.0,0,0,0,0,1,1,49,4881.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,signature global solera,sector 107,0.28,5623.0,2,2,2,14.0,Relatively New,543.0,0,0,0,0,0,1,38,5622.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,indiabulls centrum park★,sector 103,3.25,8125.0,4,3,3,20.0,Under Construction,4000.0,0,0,0,0,0,1,0,8125.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,project krishna colony,sector 7,0.36,5142.0,2,2,1,0.0,Relatively New,700.0,0,0,0,0,0,1,0,5143.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,shree vardhman victoria,sector 70,1.15,8518.0,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,1,1,49,8519.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ss the leaf,sector 85,1.25,10888.0,2,2,3,17.0,Relatively New,1426.0,0,0,1,0,0,1,156,10889.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,unitech espace,sector 50,7.35,41762.0,4,4,3,3.0,Moderately Old,1760.0,0,1,0,1,0,2,52,41761.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf the ultima,sector 81,2.4,11257.0,3,3,2,10.0,Relatively New,1800.0,0,1,0,0,0,0,174,11257.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 3,50.0,11111.0,5,3,3,3.0,Moderately Old,45000.0,0,0,0,0,0,1,0,11111.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,orchid petals,sector 49,2.55,12318.0,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,2,49,12319.0,"28.4121° N, 77.0480° E",28.4121,77.048
house,independent,sector 105,1.3,11555.0,3,3,1,2.0,Moderately Old,1563.0,0,0,0,0,0,1,16,11556.0,"28.4952° N, 77.0114° E",28.4952,77.0114
house,independent,sector 26,17.0,37627.0,5,5,3,2.0,Relatively New,4518.0,1,1,1,1,0,2,124,37627.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,nbcc heights,sector 89,0.75,6578.0,2,2,2,6.0,Moderately Old,1032.0,0,0,0,0,0,1,0,6579.0,"28.4253° N, 76.9439° E",28.4253,76.9439
house,uppal southend★,sector 49,6.75,32328.0,4,4,3,3.0,Relatively New,2088.0,0,1,0,0,0,2,26,32328.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,1,61,8784.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,lotus homz,sector 111,0.36,8888.0,1,1,1,10.0,Relatively New,450.0,0,0,0,0,0,1,44,8889.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,paras dews,sector 106,1.15,6534.0,3,4,3,12.0,Relatively New,1186.0,1,1,0,0,0,2,174,6534.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,tata primanti,sector 72,3.21,16050.0,3,4,3,15.0,Relatively New,2140.0,0,1,0,0,0,2,174,16050.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,indiabulls enigma,sector 110,3.7,10882.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,1,156,10882.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,supertech araville,sector 110,1.35,6940.0,3,3,3,4.0,Relatively New,2161.0,0,0,0,0,0,1,0,6941.0,"28.5145° N, 77.0197° E",28.5145,77.0197
house,independent,sector 31,3.5,24155.0,4,3,3,2.0,Moderately Old,1449.0,0,0,1,0,0,2,81,24155.0,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,jmd gardens,sector 33,3.25,7510.0,4,4,3,17.0,Old Property,4809.0,0,1,0,0,0,2,130,7509.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,1,0,1,102,9039.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech park view sanskruti,sector 92,1.83,7870.0,4,3,3,8.0,New Property,2104.0,0,1,0,0,0,1,128,7871.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,experion windchants,sector 112,3.29,11741.0,3,3,3,2.0,Relatively New,2225.56,0,1,0,0,0,2,152,11742.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,godrej,sector 79,1.91,8511.0,3,4,3,7.0,Relatively New,2031.0,0,1,0,0,0,1,158,8512.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,tulsiani easy in homes,sector 48,0.4,7920.0,2,2,3,9.0,Under Construction,561.0,0,0,0,0,0,1,36,7921.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,ss the coralwood,sector 84,1.1,4857.0,3,3,2,9.0,Relatively New,1584.0,0,0,0,0,0,1,75,4857.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,unitech the residences,sector 33,1.35,8737.0,3,4,2,8.0,Moderately Old,1398.0,0,1,0,0,0,1,49,8738.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,spectrum centre,sector 82,0.62,9538.0,1,1,0,6.0,Relatively New,650.0,0,0,0,0,0,1,0,9538.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,ambience creacions,sector 22,2.0,14492.0,2,2,2,9.0,Relatively New,1533.0,0,0,0,0,0,1,49,14493.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,signature global park 4,sector 36,0.72,6660.0,3,2,3,3.0,Under Construction,978.0,0,0,0,0,0,1,0,6660.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,deepak minda,sector 1,1.25,4715.0,4,4,3,6.0,Moderately Old,2946.0,0,0,0,0,0,2,44,4715.0,"28.3663° N, 76.9456° E",28.3663,76.9456
flat,corona optus,sector 37,1.22,6912.0,3,4,3,5.0,Relatively New,1665.0,0,0,0,0,0,1,149,6912.0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,umang winter hills,sector 77,0.75,5588.0,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,2,102,5589.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,ats kocoon,sector 109,2.2,10501.0,3,4,3,13.0,Relatively New,1860.0,0,1,0,0,0,1,165,10501.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,chd avenue,sector 71,0.95,7917.0,2,2,0,5.0,Moderately Old,1200.0,0,0,0,0,0,1,0,7917.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Relatively New,607.0,1,0,0,0,0,1,36,14652.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,paras dews,sector 106,1.35,8940.0,4,3,3,19.0,Old Property,1678.0,0,1,0,0,0,1,112,8940.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,dlf new town heights,sector 90,1.25,6502.0,3,3,3,5.0,Relatively New,1929.0,0,1,0,1,0,1,127,6504.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,suposhaa smartworld orchard,sector 61,2.25,14525.0,3,3,2,3.0,New Property,1721.0,0,0,0,0,0,1,0,14526.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,hsiidc sidco aravali,sector 1,0.91,3516.0,3,3,3,8.0,Moderately Old,1900.0,0,1,0,0,0,1,23,3516.0,"28.3663° N, 76.9456° E",28.3663,76.9456
house,international city by sobha phase,sector 109,8.48,23556.0,4,6,3,3.0,New Property,3600.0,1,1,1,1,0,1,153,23556.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,la vida by tata housing,sector 113,1.55,11654.0,2,2,3,2.0,New Property,1276.0,0,0,0,0,0,1,174,11654.0,"28.5287° N, 77.0233° E",28.5287,77.0233
